t1,r1,p1,l1,t2,r2,p2,l2,t3,r3,p3,l3,t4,r4,p4,l4,t5,r5,p5,l5,t6,r6,p6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,estado
'\'(80.790919-135.14993]\'',3,24,7,'\'(-inf-41.257811]\'',1,10,10,'\'(241.1566-inf)\'',5,78,43,'\'(55.248765-74.303022]\'',3,20,13,'\'(58.860938-81.517634]\'',1,8,8,'\'(-inf-38.860268]\'',1,10,10,1,1,0,0,1,1,1,1,0,1,1,1,91,'\'(573.253523-741.552114]\'',150,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',6,41,9,'\'(-inf-41.257811]\'',1,5,10,'\'(82.466974-112.968721]\'',2,9,16,'\'(-inf-41.626247]\'',1,4,10,'\'(58.860938-81.517634]\'',3,12,12,'\'(38.860268-48.843097]\'',1,4,10,0,1,1,1,0,1,1,1,1,1,1,1,67,'\'(573.253523-741.552114]\'',75,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(115.960834-inf)\'',4,9,10,'\'(159.869152-241.1566]\'',4,16,16,'\'(-inf-41.626247]\'',1,3,10,'\'(46.650883-58.860938]\'',1,6,14,'\'(48.843097-64.248229]\'',1,6,15,1,1,1,1,0,0,1,1,1,1,1,0,72,'\'(459.963402-573.253523]\'',42,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(-inf-41.257811]\'',1,4,10,'\'(82.466974-112.968721]\'',1,15,16,'\'(55.248765-74.303022]\'',1,7,10,'\'(-inf-35.369728]\'',1,4,8,'\'(95.929302-inf)\'',2,12,12,1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(366.642526-459.963402]\'',44,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',2,2,7,'\'(57.36167-76.549137]\'',1,13,10,'\'(241.1566-inf)\'',4,81,43,'\'(112.254647-inf)\'',5,44,17,'\'(46.650883-58.860938]\'',1,11,13,'\'(38.860268-48.843097]\'',2,14,10,1,1,0,0,0,1,1,1,0,0,1,1,100,'\'(741.552114-inf)\'',165,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,15,11,'\'(115.960834-inf)\'',1,12,10,'\'(112.968721-159.869152]\'',1,17,17,'\'(74.303022-112.254647]\'',1,12,18,'\'(58.860938-81.517634]\'',1,8,11,'\'(48.843097-64.248229]\'',1,9,10,0,1,0,0,0,1,1,1,0,0,1,1,77,'\'(459.963402-573.253523]\'',73,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,7,7,'\'(-inf-41.257811]\'',1,10,10,'\'(112.968721-159.869152]\'',2,38,24,'\'(41.626247-55.248765]\'',1,12,14,'\'(46.650883-58.860938]\'',1,12,14,'\'(38.860268-48.843097]\'',1,10,10,1,1,0,0,0,1,1,1,0,1,1,1,79,'\'(-inf-366.642526]\'',89,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',4,4,7,'\'(115.960834-inf)\'',5,11,10,'\'(112.968721-159.869152]\'',1,10,19,'\'(74.303022-112.254647]\'',2,14,17,'\'(35.369728-46.650883]\'',1,7,14,'\'(48.843097-64.248229]\'',1,7,15,1,1,0,0,0,0,1,1,0,0,1,0,82,'\'(573.253523-741.552114]\'',53,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',7,26,9,'\'(76.549137-115.960834]\'',2,12,12,'\'(241.1566-inf)\'',3,8,16,'\'(112.254647-inf)\'',5,8,10,'\'(58.860938-81.517634]\'',1,3,12,'\'(64.248229-95.929302]\'',1,4,18,0,0,1,1,0,0,1,1,1,1,1,0,77,'\'(741.552114-inf)\'',61,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,3,9,'\'(-inf-41.257811]\'',1,4,10,'\'(112.968721-159.869152]\'',2,10,18,'\'(112.254647-inf)\'',3,9,10,'\'(58.860938-81.517634]\'',1,4,14,'\'(64.248229-95.929302]\'',1,5,14,0,1,0,1,0,0,1,1,0,1,1,1,75,'\'(459.963402-573.253523]\'',35,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',4,41,19,'\'(41.257811-57.36167]\'',1,13,12,'\'(-inf-82.466974]\'',1,8,16,'\'(55.248765-74.303022]\'',1,6,14,'\'(46.650883-58.860938]\'',1,4,13,'\'(48.843097-64.248229]\'',1,7,18,0,0,1,0,0,0,0,1,1,1,1,0,92,'\'(459.963402-573.253523]\'',79,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',3,10,17,'\'(115.960834-inf)\'',1,11,16,'\'(241.1566-inf)\'',6,49,19,'\'(74.303022-112.254647]\'',1,5,14,'\'(58.860938-81.517634]\'',1,3,12,'\'(64.248229-95.929302]\'',1,4,10,0,0,0,0,0,1,1,1,0,1,1,1,88,'\'(741.552114-inf)\'',82,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,4,8,'\'(115.960834-inf)\'',3,41,23,'\'(-inf-82.466974]\'',1,14,31,'\'(-inf-41.626247]\'',1,6,18,'\'(-inf-35.369728]\'',1,4,15,'\'(64.248229-95.929302]\'',1,19,39,0,0,0,0,0,0,1,0,0,0,0,0,134,'\'(459.963402-573.253523]\'',88,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,4,8,'\'(57.36167-76.549137]\'',1,11,18,'\'(82.466974-112.968721]\'',1,6,24,'\'(74.303022-112.254647]\'',3,14,17,'\'(35.369728-46.650883]\'',1,2,9,'\'(95.929302-inf)\'',1,7,21,0,0,0,0,0,0,1,0,0,0,1,0,97,'\'(459.963402-573.253523]\'',44,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,3,7,'\'(76.549137-115.960834]\'',2,8,10,'\'(159.869152-241.1566]\'',3,13,16,'\'(74.303022-112.254647]\'',1,6,12,'\'(46.650883-58.860938]\'',1,5,12,'\'(48.843097-64.248229]\'',1,3,10,1,1,1,0,0,1,1,1,1,1,1,1,67,'\'(573.253523-741.552114]\'',38,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,2,8,'\'(115.960834-inf)\'',2,10,12,'\'(241.1566-inf)\'',5,25,16,'\'(41.626247-55.248765]\'',1,2,11,'\'(81.517634-inf)\'',3,5,8,'\'(95.929302-inf)\'',1,3,12,0,0,1,0,1,0,1,1,1,1,1,1,67,'\'(573.253523-741.552114]\'',47,'\'(15.967208-18.512556]\'',A
'\'(135.14993-inf)\'',24,12,9,'\'(115.960834-inf)\'',8,25,10,'\'(112.968721-159.869152]\'',11,9,16,'\'(55.248765-74.303022]\'',1,4,12,'\'(58.860938-81.517634]\'',1,8,12,'\'(95.929302-inf)\'',11,7,14,0,1,1,0,0,0,1,1,1,1,1,1,73,'\'(741.552114-inf)\'',65,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',3,16,7,'\'(115.960834-inf)\'',12,103,24,'\'(241.1566-inf)\'',4,36,21,'\'(55.248765-74.303022]\'',1,10,16,'\'(35.369728-46.650883]\'',1,5,10,'\'(-inf-38.860268]\'',1,4,10,1,0,0,0,0,1,1,0,0,0,1,1,88,'\'(741.552114-inf)\'',174,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',2,49,11,'\'(115.960834-inf)\'',2,17,14,'\'(159.869152-241.1566]\'',3,17,17,'\'(74.303022-112.254647]\'',2,7,10,'\'(58.860938-81.517634]\'',2,4,12,'\'(64.248229-95.929302]\'',2,8,11,0,0,0,1,0,0,1,1,0,1,1,1,75,'\'(741.552114-inf)\'',102,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,6,7,'\'(57.36167-76.549137]\'',3,13,10,'\'(82.466974-112.968721]\'',1,11,16,'\'(41.626247-55.248765]\'',1,5,10,'\'(35.369728-46.650883]\'',1,3,8,'\'(38.860268-48.843097]\'',1,5,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',43,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(57.36167-76.549137]\'',2,6,12,'\'(82.466974-112.968721]\'',1,10,16,'\'(41.626247-55.248765]\'',1,3,10,'\'(35.369728-46.650883]\'',1,4,9,'\'(48.843097-64.248229]\'',1,5,10,1,0,1,1,0,1,1,1,1,1,1,1,64,'\'(-inf-366.642526]\'',30,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,4,8,'\'(115.960834-inf)\'',1,29,12,'\'(159.869152-241.1566]\'',1,31,25,'\'(41.626247-55.248765]\'',1,5,10,'\'(58.860938-81.517634]\'',1,7,12,'\'(64.248229-95.929302]\'',2,9,14,0,0,0,1,0,0,1,1,0,1,1,1,81,'\'(573.253523-741.552114]\'',85,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',2,3,8,'\'(41.257811-57.36167]\'',1,4,12,'\'(112.968721-159.869152]\'',1,5,17,'\'(74.303022-112.254647]\'',2,4,10,'\'(46.650883-58.860938]\'',1,3,12,'\'(95.929302-inf)\'',7,17,16,0,0,0,1,0,0,1,1,0,1,1,0,75,'\'(573.253523-741.552114]\'',36,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(76.549137-115.960834]\'',1,6,18,'\'(82.466974-112.968721]\'',1,9,24,'\'(41.626247-55.248765]\'',1,6,10,'\'(35.369728-46.650883]\'',1,4,10,'\'(38.860268-48.843097]\'',10,5,11,1,0,0,1,0,0,1,0,0,1,1,1,80,'\'(-inf-366.642526]\'',31,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,13,8,'\'(57.36167-76.549137]\'',1,7,10,'\'(241.1566-inf)\'',3,27,26,'\'(112.254647-inf)\'',3,7,11,'\'(58.860938-81.517634]\'',2,17,14,'\'(38.860268-48.843097]\'',1,6,14,0,1,0,0,0,0,1,1,0,1,1,1,83,'\'(741.552114-inf)\'',77,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,7,13,'\'(41.257811-57.36167]\'',1,33,12,'\'(82.466974-112.968721]\'',1,13,18,'\'(74.303022-112.254647]\'',2,17,14,'\'(35.369728-46.650883]\'',1,5,12,'\'(-inf-38.860268]\'',1,5,10,0,0,0,0,0,1,1,1,0,1,1,1,79,'\'(366.642526-459.963402]\'',80,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,5,7,'\'(41.257811-57.36167]\'',2,6,10,'\'(159.869152-241.1566]\'',3,17,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(-inf-35.369728]\'',1,2,8,'\'(38.860268-48.843097]\'',1,7,12,1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(-inf-366.642526]\'',39,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(57.36167-76.549137]\'',3,9,10,'\'(159.869152-241.1566]\'',4,32,16,'\'(-inf-41.626247]\'',1,4,12,'\'(-inf-35.369728]\'',1,3,8,'\'(48.843097-64.248229]\'',2,9,10,1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(366.642526-459.963402]\'',59,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,4,7,'\'(41.257811-57.36167]\'',1,4,18,'\'(82.466974-112.968721]\'',1,13,33,'\'(-inf-41.626247]\'',1,1,10,'\'(-inf-35.369728]\'',1,3,13,'\'(38.860268-48.843097]\'',1,3,19,1,0,0,1,0,0,1,0,0,1,1,0,100,'\'(-inf-366.642526]\'',28,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',2,30,7,'\'(-inf-41.257811]\'',1,6,10,'\'(82.466974-112.968721]\'',1,10,22,'\'(55.248765-74.303022]\'',1,6,13,'\'(35.369728-46.650883]\'',1,3,14,'\'(64.248229-95.929302]\'',3,11,10,1,1,0,0,0,1,1,1,0,1,1,1,76,'\'(366.642526-459.963402]\'',66,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,8,7,'\'(41.257811-57.36167]\'',1,12,10,'\'(112.968721-159.869152]\'',1,33,40,'\'(-inf-41.626247]\'',1,13,16,'\'(46.650883-58.860938]\'',1,11,20,'\'(38.860268-48.843097]\'',1,13,20,1,1,0,0,0,0,1,1,0,0,0,0,113,'\'(-inf-366.642526]\'',90,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',2,6,7,'\'(41.257811-57.36167]\'',2,12,10,'\'(159.869152-241.1566]\'',6,25,16,'\'(74.303022-112.254647]\'',2,6,18,'\'(46.650883-58.860938]\'',2,3,8,'\'(95.929302-inf)\'',3,6,10,1,1,1,0,1,1,1,1,1,0,1,1,69,'\'(573.253523-741.552114]\'',58,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',2,4,8,'\'(57.36167-76.549137]\'',1,9,14,'\'(241.1566-inf)\'',5,50,16,'\'(112.254647-inf)\'',1,23,23,'\'(46.650883-58.860938]\'',1,10,14,'\'(64.248229-95.929302]\'',1,17,20,0,0,1,0,0,0,1,1,1,0,1,0,95,'\'(573.253523-741.552114]\'',113,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',11,39,9,'\'(115.960834-inf)\'',5,19,14,'\'(159.869152-241.1566]\'',2,21,19,'\'(74.303022-112.254647]\'',1,6,18,'\'(81.517634-inf)\'',2,8,10,'\'(48.843097-64.248229]\'',1,5,10,0,0,0,0,0,1,1,1,0,0,1,1,80,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',2,17,7,'\'(41.257811-57.36167]\'',1,15,12,'\'(159.869152-241.1566]\'',4,19,17,'\'(-inf-41.626247]\'',1,13,10,'\'(58.860938-81.517634]\'',2,5,8,'\'(-inf-38.860268]\'',2,4,10,1,0,0,1,1,1,1,1,0,1,1,1,64,'\'(459.963402-573.253523]\'',73,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(76.549137-115.960834]\'',2,7,20,'\'(159.869152-241.1566]\'',2,13,18,'\'(41.626247-55.248765]\'',1,2,10,'\'(46.650883-58.860938]\'',1,3,10,'\'(64.248229-95.929302]\'',1,4,18,1,0,0,1,0,0,1,0,0,1,1,0,83,'\'(459.963402-573.253523]\'',30,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',1,7,15,'\'(76.549137-115.960834]\'',1,9,10,'\'(159.869152-241.1566]\'',3,46,18,'\'(-inf-41.626247]\'',1,9,10,'\'(-inf-35.369728]\'',1,5,8,'\'(-inf-38.860268]\'',1,5,12,0,1,0,1,1,0,1,1,0,1,1,1,73,'\'(459.963402-573.253523]\'',81,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',2,20,13,'\'(41.257811-57.36167]\'',1,10,13,'\'(-inf-82.466974]\'',1,11,16,'\'(41.626247-55.248765]\'',1,3,10,'\'(58.860938-81.517634]\'',1,5,14,'\'(38.860268-48.843097]\'',1,4,10,0,0,1,1,0,1,1,1,1,1,1,1,76,'\'(366.642526-459.963402]\'',53,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',11,43,9,'\'(-inf-41.257811]\'',1,11,10,'\'(159.869152-241.1566]\'',3,39,16,'\'(-inf-41.626247]\'',1,5,11,'\'(35.369728-46.650883]\'',2,6,8,'\'(38.860268-48.843097]\'',1,6,11,0,1,1,0,1,0,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',110,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,14,9,'\'(-inf-41.257811]\'',1,11,10,'\'(-inf-82.466974]\'',1,41,50,'\'(74.303022-112.254647]\'',3,38,34,'\'(-inf-35.369728]\'',1,17,22,'\'(-inf-38.860268]\'',1,14,20,0,1,0,0,0,0,1,1,0,0,0,0,145,'\'(-inf-366.642526]\'',135,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,10,7,'\'(-inf-41.257811]\'',1,11,10,'\'(-inf-82.466974]\'',1,14,16,'\'(-inf-41.626247]\'',1,14,10,'\'(-inf-35.369728]\'',1,8,8,'\'(-inf-38.860268]\'',1,3,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',60,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',3,6,7,'\'(-inf-41.257811]\'',1,5,10,'\'(112.968721-159.869152]\'',1,13,16,'\'(41.626247-55.248765]\'',1,5,10,'\'(58.860938-81.517634]\'',2,10,8,'\'(-inf-38.860268]\'',1,6,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',45,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',2,3,7,'\'(76.549137-115.960834]\'',3,11,10,'\'(112.968721-159.869152]\'',1,4,17,'\'(112.254647-inf)\'',5,32,19,'\'(35.369728-46.650883]\'',1,9,12,'\'(64.248229-95.929302]\'',1,9,24,1,1,0,0,0,0,1,1,0,0,1,0,89,'\'(573.253523-741.552114]\'',68,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,7,7,'\'(-inf-41.257811]\'',1,10,10,'\'(241.1566-inf)\'',2,58,43,'\'(74.303022-112.254647]\'',3,32,20,'\'(35.369728-46.650883]\'',1,14,14,'\'(48.843097-64.248229]\'',1,27,27,1,1,0,0,0,0,1,1,0,0,1,0,121,'\'(459.963402-573.253523]\'',148,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(115.960834-inf)\'',3,9,10,'\'(159.869152-241.1566]\'',5,22,16,'\'(41.626247-55.248765]\'',1,6,12,'\'(35.369728-46.650883]\'',1,5,8,'\'(-inf-38.860268]\'',1,6,10,1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',49,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',3,5,7,'\'(115.960834-inf)\'',3,10,12,'\'(82.466974-112.968721]\'',1,9,19,'\'(55.248765-74.303022]\'',1,2,12,'\'(35.369728-46.650883]\'',1,3,8,'\'(95.929302-inf)\'',2,7,12,1,0,0,0,1,0,1,1,0,1,1,1,70,'\'(573.253523-741.552114]\'',36,'\'(15.967208-18.512556]\'',A
'\'(55.369498-80.790919]\'',2,8,10,'\'(-inf-41.257811]\'',1,6,10,'\'(-inf-82.466974]\'',1,11,16,'\'(55.248765-74.303022]\'',1,6,12,'\'(35.369728-46.650883]\'',2,6,8,'\'(38.860268-48.843097]\'',1,6,10,0,1,1,0,1,1,1,1,1,1,1,1,66,'\'(-inf-366.642526]\'',43,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',4,46,7,'\'(76.549137-115.960834]\'',1,10,10,'\'(112.968721-159.869152]\'',2,31,24,'\'(112.254647-inf)\'',2,15,10,'\'(46.650883-58.860938]\'',1,5,12,'\'(95.929302-inf)\'',3,15,15,1,1,0,1,0,0,1,1,0,1,1,0,78,'\'(741.552114-inf)\'',122,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,3,9,'\'(-inf-41.257811]\'',1,4,10,'\'(159.869152-241.1566]\'',4,28,16,'\'(55.248765-74.303022]\'',2,8,10,'\'(58.860938-81.517634]\'',2,10,8,'\'(95.929302-inf)\'',2,14,12,0,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',67,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',1,7,14,'\'(57.36167-76.549137]\'',1,9,10,'\'(159.869152-241.1566]\'',1,12,30,'\'(112.254647-inf)\'',4,12,10,'\'(46.650883-58.860938]\'',1,2,12,'\'(95.929302-inf)\'',3,9,10,0,1,0,1,0,1,1,1,0,1,1,1,86,'\'(741.552114-inf)\'',51,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,19,7,'\'(115.960834-inf)\'',2,39,12,'\'(112.968721-159.869152]\'',1,8,16,'\'(112.254647-inf)\'',4,61,14,'\'(58.860938-81.517634]\'',1,5,12,'\'(95.929302-inf)\'',3,29,24,1,0,1,0,0,0,1,1,1,1,1,0,85,'\'(741.552114-inf)\'',161,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,5,8,'\'(57.36167-76.549137]\'',1,16,12,'\'(112.968721-159.869152]\'',1,9,16,'\'(112.254647-inf)\'',1,6,11,'\'(46.650883-58.860938]\'',1,4,8,'\'(64.248229-95.929302]\'',2,5,10,0,0,1,0,1,1,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',45,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,8,7,'\'(-inf-41.257811]\'',1,10,10,'\'(-inf-82.466974]\'',1,20,18,'\'(-inf-41.626247]\'',2,17,10,'\'(35.369728-46.650883]\'',1,15,16,'\'(-inf-38.860268]\'',1,14,14,1,1,0,1,0,0,1,1,0,1,0,1,75,'\'(-inf-366.642526]\'',84,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',9,70,7,'\'(57.36167-76.549137]\'',1,12,12,'\'(82.466974-112.968721]\'',1,30,31,'\'(112.254647-inf)\'',2,16,10,'\'(35.369728-46.650883]\'',1,14,15,'\'(95.929302-inf)\'',2,28,14,1,0,0,1,0,0,1,1,0,1,0,1,89,'\'(741.552114-inf)\'',170,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',4,35,9,'\'(76.549137-115.960834]\'',1,19,12,'\'(112.968721-159.869152]\'',2,17,16,'\'(74.303022-112.254647]\'',1,13,17,'\'(58.860938-81.517634]\'',1,3,12,'\'(48.843097-64.248229]\'',1,4,10,0,0,1,0,0,1,1,1,1,0,1,1,76,'\'(573.253523-741.552114]\'',91,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,21,9,'\'(-inf-41.257811]\'',1,10,10,'\'(112.968721-159.869152]\'',1,16,16,'\'(55.248765-74.303022]\'',1,16,16,'\'(46.650883-58.860938]\'',1,12,12,'\'(38.860268-48.843097]\'',1,11,10,0,1,1,0,0,1,1,1,1,0,1,1,73,'\'(366.642526-459.963402]\'',86,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,7,7,'\'(41.257811-57.36167]\'',1,7,10,'\'(159.869152-241.1566]\'',1,19,21,'\'(55.248765-74.303022]\'',1,4,10,'\'(58.860938-81.517634]\'',1,6,10,'\'(48.843097-64.248229]\'',1,6,10,1,1,0,1,0,1,1,1,0,1,1,1,68,'\'(459.963402-573.253523]\'',49,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',5,22,7,'\'(76.549137-115.960834]\'',5,10,10,'\'(82.466974-112.968721]\'',1,4,19,'\'(74.303022-112.254647]\'',2,6,16,'\'(81.517634-inf)\'',10,45,10,'\'(48.843097-64.248229]\'',1,6,15,1,1,0,0,0,0,1,1,0,0,1,0,77,'\'(573.253523-741.552114]\'',93,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',3,4,9,'\'(57.36167-76.549137]\'',2,6,10,'\'(112.968721-159.869152]\'',2,11,17,'\'(-inf-41.626247]\'',1,3,10,'\'(-inf-35.369728]\'',1,2,8,'\'(-inf-38.860268]\'',1,3,10,0,1,0,1,1,1,1,1,0,1,1,1,64,'\'(366.642526-459.963402]\'',29,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',3,30,7,'\'(76.549137-115.960834]\'',3,19,10,'\'(82.466974-112.968721]\'',1,19,25,'\'(55.248765-74.303022]\'',1,9,10,'\'(81.517634-inf)\'',1,13,21,'\'(38.860268-48.843097]\'',1,8,10,1,1,0,1,0,1,1,1,0,1,0,1,83,'\'(573.253523-741.552114]\'',98,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',9,36,7,'\'(-inf-41.257811]\'',1,9,10,'\'(112.968721-159.869152]\'',3,42,29,'\'(74.303022-112.254647]\'',2,34,30,'\'(35.369728-46.650883]\'',1,7,24,'\'(48.843097-64.248229]\'',2,15,20,1,1,0,0,0,0,1,1,0,0,0,0,120,'\'(366.642526-459.963402]\'',143,'\'(21.845585-inf)\'',A
'\'(37.138995-55.369498]\'',1,1,10,'\'(76.549137-115.960834]\'',2,3,10,'\'(159.869152-241.1566]\'',2,18,16,'\'(74.303022-112.254647]\'',2,7,14,'\'(35.369728-46.650883]\'',1,14,12,'\'(-inf-38.860268]\'',1,11,10,0,1,1,0,0,1,1,1,1,1,1,1,72,'\'(459.963402-573.253523]\'',54,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,8,7,'\'(57.36167-76.549137]\'',1,11,16,'\'(82.466974-112.968721]\'',1,8,16,'\'(112.254647-inf)\'',3,6,12,'\'(35.369728-46.650883]\'',1,2,8,'\'(64.248229-95.929302]\'',1,2,14,1,0,1,0,1,0,1,1,1,1,1,1,73,'\'(366.642526-459.963402]\'',37,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,34,30,'\'(41.257811-57.36167]\'',1,14,28,'\'(-inf-82.466974]\'',1,44,63,'\'(-inf-41.626247]\'',1,15,35,'\'(-inf-35.369728]\'',1,16,18,'\'(-inf-38.860268]\'',1,13,17,0,0,0,0,0,0,0,0,0,0,0,0,191,'\'(-inf-366.642526]\'',136,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,3,9,'\'(-inf-41.257811]\'',2,6,10,'\'(-inf-82.466974]\'',1,11,16,'\'(74.303022-112.254647]\'',3,8,14,'\'(-inf-35.369728]\'',1,3,8,'\'(-inf-38.860268]\'',2,7,10,0,1,1,0,1,1,1,1,1,1,1,1,67,'\'(-inf-366.642526]\'',38,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,12,15,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,12,20,'\'(55.248765-74.303022]\'',1,3,14,'\'(46.650883-58.860938]\'',2,7,8,'\'(-inf-38.860268]\'',1,6,10,0,1,0,0,1,1,1,1,0,1,1,1,77,'\'(-inf-366.642526]\'',45,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',1,5,11,'\'(41.257811-57.36167]\'',1,7,10,'\'(112.968721-159.869152]\'',1,25,31,'\'(112.254647-inf)\'',2,5,10,'\'(58.860938-81.517634]\'',1,4,14,'\'(95.929302-inf)\'',3,18,11,0,1,0,1,0,0,1,1,0,1,1,1,87,'\'(573.253523-741.552114]\'',64,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',8,54,13,'\'(76.549137-115.960834]\'',1,13,14,'\'(112.968721-159.869152]\'',1,15,22,'\'(74.303022-112.254647]\'',1,35,15,'\'(46.650883-58.860938]\'',1,2,10,'\'(95.929302-inf)\'',1,41,48,0,0,0,0,0,0,1,1,0,0,1,0,122,'\'(741.552114-inf)\'',160,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,1,12,'\'(41.257811-57.36167]\'',1,4,10,'\'(-inf-82.466974]\'',1,7,17,'\'(41.626247-55.248765]\'',1,4,12,'\'(46.650883-58.860938]\'',1,4,8,'\'(38.860268-48.843097]\'',1,5,12,0,1,0,0,1,0,1,1,0,1,1,1,71,'\'(-inf-366.642526]\'',25,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',4,13,10,'\'(41.257811-57.36167]\'',1,11,10,'\'(82.466974-112.968721]\'',2,25,17,'\'(55.248765-74.303022]\'',1,9,25,'\'(-inf-35.369728]\'',1,4,14,'\'(64.248229-95.929302]\'',2,7,10,0,1,0,0,0,1,1,1,0,0,1,1,86,'\'(366.642526-459.963402]\'',69,'\'(15.967208-18.512556]\'',A
